acronym,id,name,structure_id_path,parent_structure_id
SGN,325,Suprageniculate nucleus,/997/8/343/1129/549/856/138/325/,138
SG,318,Supragenual nucleus,/997/8/343/1065/771/987/318/,987
SUM,525,Supramammillary nucleus,/997/8/343/1129/1097/467/331/525/,331
Su3,614454277,Supraoculomotor periaqueductal gray,/997/8/343/313/323/795/614454277/,795
SO,390,Supraoptic nucleus,/997/8/343/1129/1097/157/390/,157
SUT,534,Supratrigeminal nucleus,/997/8/343/1065/771/987/534/,987
TT,589,Taenia tecta,/997/8/567/688/695/698/589/,698
TTd,597,"Taenia tecta, dorsal part",/997/8/567/688/695/698/589/597/,589
TTv,605,"Taenia tecta, ventral part",/997/8/567/688/695/698/589/605/,589
TRN,574,Tegmental reticular nucleus,/997/8/343/1065/771/987/574/,987
TEa,541,Temporal association areas,/997/8/567/688/695/315/541/,315
TEa1,97,"Temporal association areas, layer 1",/997/8/567/688/695/315/541/97/,541
TEa2/3,1127,"Temporal association areas, layer 2/3",/997/8/567/688/695/315/541/1127/,541
TEa4,234,"Temporal association areas, layer 4",/997/8/567/688/695/315/541/234/,541
TEa5,289,"Temporal association areas, layer 5",/997/8/567/688/695/315/541/289/,541
TEa6a,729,"Temporal association areas, layer 6a",/997/8/567/688/695/315/541/729/,541
TEa6b,786,"Temporal association areas, layer 6b",/997/8/567/688/695/315/541/786/,541
TH,549,Thalamus,/997/8/343/1129/549/,1129
DORpm,856,"Thalamus, polymodal association cortex related",/997/8/343/1129/549/856/,549
DORsm,864,"Thalamus, sensory-motor cortex related",/997/8/343/1129/549/864/,549
TRS,581,Triangular nucleus of septum,/997/8/567/623/803/826/581/,826
IV,115,Trochlear nucleus,/997/8/343/313/323/115/,323
TU,614,Tuberal nucleus,/997/8/343/1129/1097/290/614/,290
TM,557,Tuberomammillary nucleus,/997/8/343/1129/1097/467/331/557/,331
TMd,1126,"Tuberomammillary nucleus, dorsal part",/997/8/343/1129/1097/467/331/557/1126/,557
TMv,1,"Tuberomammillary nucleus, ventral part",/997/8/343/1129/1097/467/331/557/1/,557
UVU,957,Uvula (IX),/997/8/512/528/645/957/,645
OV,763,Vascular organ of the lamina terminalis,/997/8/343/1129/1097/141/763/,141
VAL,629,Ventral anterior-lateral complex of the thalamus,/997/8/343/1129/549/864/637/629/,637
AUDv,1018,Ventral auditory area,/997/8/567/688/695/315/247/1018/,247
AUDv1,959,"Ventral auditory area, layer 1",/997/8/567/688/695/315/247/1018/959/,1018
AUDv2/3,755,"Ventral auditory area, layer 2/3",/997/8/567/688/695/315/247/1018/755/,1018
AUDv4,990,"Ventral auditory area, layer 4",/997/8/567/688/695/315/247/1018/990/,1018
AUDv5,1023,"Ventral auditory area, layer 5",/997/8/567/688/695/315/247/1018/1023/,1018
AUDv6a,520,"Ventral auditory area, layer 6a",/997/8/567/688/695/315/247/1018/520/,1018
AUDv6b,598,"Ventral auditory area, layer 6b",/997/8/567/688/695/315/247/1018/598/,1018
VCO,101,Ventral cochlear nucleus,/997/8/343/1065/354/386/607/101/,607
VENT,637,Ventral group of the dorsal thalamus,/997/8/343/1129/549/864/637/,864
VM,685,Ventral medial nucleus of the thalamus,/997/8/343/1129/549/864/637/685/,637
LGv,178,Ventral part of the lateral geniculate complex,/997/8/343/1129/549/856/1014/178/,1014
VP,709,Ventral posterior complex of the thalamus,/997/8/343/1129/549/864/637/709/,637
VPL,718,Ventral posterolateral nucleus of the thalamus,/997/8/343/1129/549/864/637/709/718/,709
VPLpc,725,"Ventral posterolateral nucleus of the thalamus, parvicellular part",/997/8/343/1129/549/864/637/709/725/,709
VPM,733,Ventral posteromedial nucleus of the thalamus,/997/8/343/1129/549/864/637/709/733/,709
VPMpc,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",/997/8/343/1129/549/864/637/709/741/,709
PMv,1004,Ventral premammillary nucleus,/997/8/343/1129/1097/467/1004/,467
VTA,749,Ventral tegmental area,/997/8/343/313/323/749/,323
VTN,757,Ventral tegmental nucleus,/997/8/343/313/323/757/,323
VLPO,689,Ventrolateral preoptic nucleus,/997/8/343/1129/1097/141/689/,141
VMH,693,Ventromedial hypothalamic nucleus,/997/8/343/1129/1097/467/693/,467
VMPO,576073699,Ventromedial preoptic nucleus,/997/8/343/1129/1097/141/576073699/,141
VERM,645,Vermal regions,/997/8/512/528/645/,528
VNC,701,Vestibular nuclei,/997/8/343/1065/354/370/701/,370
VeCB,589508455,Vestibulocerebellar nucleus,/997/8/512/519/589508455/,519
VISC,677,Visceral area,/997/8/567/688/695/315/677/,315
VISC1,897,"Visceral area, layer 1",/997/8/567/688/695/315/677/897/,677
VISC2/3,1106,"Visceral area, layer 2/3",/997/8/567/688/695/315/677/1106/,677
VISC4,1010,"Visceral area, layer 4",/997/8/567/688/695/315/677/1010/,677
VISC5,1058,"Visceral area, layer 5",/997/8/567/688/695/315/677/1058/,677
VISC6a,857,"Visceral area, layer 6a",/997/8/567/688/695/315/677/857/,677
VISC6b,849,"Visceral area, layer 6b",/997/8/567/688/695/315/677/849/,677
VIS,669,Visual areas,/997/8/567/688/695/315/669/,315
Xi,560581559,Xiphoid thalamic nucleus,/997/8/343/1129/549/856/571/560581559/,571
ZI,797,Zona incerta,/997/8/343/1129/1097/290/797/,290
alv,466,alveus,/997/1009/991/768/1099/466/,1099
amc,884,amygdalar capsule,/997/1009/991/768/884/,768
aco,900,"anterior commissure, olfactory limb",/997/1009/967/840/900/,840
act,908,"anterior commissure, temporal limb",/997/1009/991/768/908/,768
arb,728,arbor vitae,/997/1009/960/728/,960
ar,484682524,auditory radiation,/997/1009/983/896/484682524/,896
bic,482,brachium of the inferior colliculus,/997/1009/967/933/948/482/,948
bsc,916,brachium of the superior colliculus,/997/1009/967/848/916/,848
c,164,"central canal, spinal cord/medulla",/997/73/164/,73
cpd,924,cerebal peduncle,/997/1009/983/784/924/,784
cbc,744,cerebellar commissure,/997/1009/960/744/,960
cbp,752,cerebellar peduncles,/997/1009/960/752/,960
cbf,960,cerebellum related fiber tracts,/997/1009/960/,1009
AQ,140,cerebral aqueduct,/997/73/140/,73
epsc,760,cerebral nuclei related,/997/1009/1000/760/,1000
mfbc,768,cerebrum related,/997/1009/991/768/,991
cett,932,cervicothalamic tract,/997/1009/967/792/932/,792
chpl,108,choroid plexus,/997/73/81/108/,81
cing,940,cingulum bundle,/997/1009/991/768/940/,768
cVIIIn,948,cochlear nerve,/997/1009/967/933/948/,933
fx,436,columns of the fornix,/997/1009/991/768/1099/737/436/,737
stc,484682528,commissural branch of stria terminalis,/997/1009/991/768/301/484682528/,301
cc,776,corpus callosum,/997/1009/983/776/,983
fa,956,"corpus callosum, anterior forceps",/997/1009/983/776/956/,776
ccb,484682516,"corpus callosum, body",/997/1009/983/776/484682516/,776
ee,964,"corpus callosum, extreme capsule",/997/1009/983/776/964/,776
fp,971,"corpus callosum, posterior forceps",/997/1009/983/776/971/,776
ccs,986,"corpus callosum, splenium",/997/1009/983/776/986/,776
cst,784,corticospinal tract,/997/1009/983/784/,983
cm,967,cranial nerves,/997/1009/967/,1009
tspc,1043,crossed tectospinal pathway,/997/1009/1000/877/1043/,877
cuf,380,cuneate fascicle,/997/1009/967/792/932/514/380/,514
tspd,1051,direct tectospinal pathway,/997/1009/1000/877/1051/,877
dtd,1060,doral tegmental decussation,/997/1009/1000/877/1060/,877
das,506,dorsal acoustic stria,/997/1009/967/933/948/506/,948
dc,514,dorsal column,/997/1009/967/792/932/514/,932
df,530,dorsal fornix,/997/1009/991/768/1099/530/,1099
dhc,443,dorsal hippocampal commissure,/997/1009/991/768/1099/618/443/,618
lotd,538,dorsal limb,/997/1009/967/840/21/538/,21
drt,792,dorsal roots,/997/1009/967/792/,967
sctd,553,dorsal spinocerebellar tract,/997/1009/960/752/1123/553/,1123
mfbse,1083,epithalamus related,/997/1009/991/824/1083/,824
ec,579,external capsule,/997/1009/983/776/956/579/,956
em,1092,external medullary lamina of the thalamus,/997/1009/983/896/1092/,896
eps,1000,extrapyramidal fiber systems,/997/1009/1000/,1009
VIIn,798,facial nerve,/997/1009/967/798/,967
fr,595,fasciculus retroflexus,/997/1009/991/824/1083/595/,1083
fiber tracts,1009,fiber tracts,/997/1009/,997
fi,603,fimbria,/997/1009/991/768/1099/603/,1099
fxs,1099,fornix system,/997/1009/991/768/1099/,768
V4,145,fourth ventricle,/997/73/145/,73
ccg,1108,genu of corpus callosum,/997/1009/983/776/1108/,776
gVIIn,1116,genu of the facial nerve,/997/1009/967/798/1116/,798
hbc,611,habenular commissure,/997/1009/991/824/1083/611/,1083
hc,618,hippocampal commissures,/997/1009/991/768/1099/618/,1099
mfsbshy,824,hypothalamus related,/997/1009/991/824/,991
icp,1123,inferior cerebellar peduncle,/997/1009/960/752/1123/,752
cic,633,inferior colliculus commissure,/997/1009/967/933/948/633/,948
int,6,internal capsule,/997/1009/983/784/6/,784
lfbs,983,lateral forebrain bundle system,/997/1009/983/,1009
ll,658,lateral lemniscus,/997/1009/967/933/948/658/,948
lot,665,"lateral olfactory tract, body",/997/1009/967/840/21/665/,21
lotg,21,"lateral olfactory tract, general",/997/1009/967/840/21/,840
V4r,153,lateral recess,/997/73/145/153/,145
VL,81,lateral ventricle,/997/73/81/,73
mp,673,mammillary peduncle,/997/1009/991/824/46/673/,46
mfbsma,46,mammillary related,/997/1009/991/824/46/,824
mtg,681,mammillotegmental tract,/997/1009/991/824/46/681/,46
mtt,690,mammillothalamic tract,/997/1009/991/824/46/690/,46
mct,428,medial corticohypothalamic tract,/997/1009/991/768/1099/737/428/,737
mfb,54,medial forebrain bundle,/997/1009/991/824/54/,824
mfbs,991,medial forebrain bundle system,/997/1009/991/,1009
ml,697,medial lemniscus,/997/1009/967/792/932/697/,932
mlf,62,medial longitudinal fascicle,/997/1009/967/832/62/,832
mcp,78,middle cerebellar peduncle,/997/1009/960/752/78/,752
moV,93,motor root of the trigeminal nerve,/997/1009/967/901/93/,901
nst,102,nigrostriatal tract,/997/1009/1000/760/102/,760
IIIn,832,oculomotor nerve,/997/1009/967/832/,967
In,840,olfactory nerve,/997/1009/967/840/,967
onl,1016,olfactory nerve layer of main olfactory bulb,/997/1009/967/840/1016/,840
och,117,optic chiasm,/997/1009/967/848/117/,848
IIn,848,optic nerve,/997/1009/967/848/,967
or,484682520,optic radiation,/997/1009/983/896/484682520/,896
opt,125,optic tract,/997/1009/967/848/125/,848
fxpo,737,postcommissural fornix,/997/1009/991/768/1099/737/,1099
pc,158,posterior commissure,/997/1009/967/832/158/,832
VISpm,533,posteromedial visual area,/997/8/567/688/695/315/669/533/,669
VISpm1,805,"posteromedial visual area, layer 1",/997/8/567/688/695/315/669/533/805/,533
VISpm2/3,41,"posteromedial visual area, layer 2/3",/997/8/567/688/695/315/669/533/41/,533
VISpm4,501,"posteromedial visual area, layer 4",/997/8/567/688/695/315/669/533/501/,533
VISpm5,565,"posteromedial visual area, layer 5",/997/8/567/688/695/315/669/533/565/,533
VISpm6a,257,"posteromedial visual area, layer 6a",/997/8/567/688/695/315/669/533/257/,533
VISpm6b,469,"posteromedial visual area, layer 6b",/997/8/567/688/695/315/669/533/469/,533
pm,753,principal mammillary tract,/997/1009/991/824/46/753/,46
py,190,pyramid,/997/1009/983/784/190/,784
pyd,198,pyramidal decussation,/997/1009/983/784/198/,784
root,997,root,/997/,
rust,863,rubrospinal tract,/997/1009/1000/863/,1000
sV,229,sensory root of the trigeminal nerve,/997/1009/967/901/229/,901
ts,237,solitary tract,/997/1009/967/917/237/,917
sptV,794,spinal tract of the trigeminal nerve,/997/1009/967/901/229/794/,229
sm,802,stria medullaris,/997/1009/991/824/1083/802/,1083
st,301,stria terminalis,/997/1009/991/768/301/,768
SEZ,98,subependymal zone,/997/73/81/98/,81
scp,326,superior cerebelar peduncles,/997/1009/960/752/326/,752
dscp,812,superior cerebellar peduncle decussation,/997/1009/960/752/326/812/,326
csc,336,superior colliculus commissure,/997/1009/967/848/336/,848
scwm,484682512,supra-callosal cerebral white matter,/997/1009/484682512/,1009
sup,349,supraoptic commissures,/997/1009/991/824/349/,824
tsp,877,tectospinal pathway,/997/1009/1000/877/,1000
lfbst,896,thalamus related,/997/1009/983/896/,983
V3,129,third ventricle,/997/73/129/,73
tb,841,trapezoid body,/997/1009/967/933/948/841/,948
Vn,901,trigeminal nerve,/997/1009/967/901/,967
IVn,911,trochlear nerve,/997/1009/967/911/,967
uf,850,uncinate fascicle,/997/1009/960/752/326/850/,326
Xn,917,vagus nerve,/997/1009/967/917/,967
vhc,449,ventral hippocampal commissure,/997/1009/991/768/1099/618/449/,618
sctv,866,ventral spinocerebellar tract,/997/1009/960/752/326/866/,326
vtd,397,ventral tegmental decussation,/997/1009/1000/863/397/,863
VS,73,ventricular systems,/997/73/,997
vVIIIn,413,vestibular nerve,/997/1009/967/933/413/,933
VIIIn,933,vestibulocochlear nerve,/997/1009/967/933/,967
von,949,vomeronasal nerve,/997/1009/967/949/,967
